...1,...2,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Thumbnail,Comment ID,Profile URL,Comment URL
1,NA,thiago7bar,thiago7bar,79869016294,2026-01-16T16:04:57Z,0,👏👏👏👏,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/625866820_17852903580656295_3622666827027064471_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG04gx5n6QGmZrtE4ERvGq-l9ui29Jdb-4ggQHggzfpNgSDsH5iNEUrJzIE-OLeH3M&_nc_ohc=NsCbYGHc4vgQ7kNvwF97Xwh&_nc_gid=wr_F-oQLRdICSZHfCLGZOw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfudQEvymoXs1xz4TjzvKbovw8yLTtI0L0cyElGFODxh3w&oe=698812C9&_nc_sid=0985b0,17924807895198552,https://www.instagram.com/thiago7bar,https://www.instagram.com/p/DTk9Z-Pjd-T/c/17924807895198553
2,NA,camarada.andrade,camarada.andrade,75079152308,2026-01-16T16:09:47Z,0,👏👏👏,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/571795407_17865126651496309_7984246915481948236_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby41ODMuYzIifQ&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QG04gx5n6QGmZrtE4ERvGq-l9ui29Jdb-4ggQHggzfpNgSDsH5iNEUrJzIE-OLeH3M&_nc_ohc=9MRDEFdzZHoQ7kNvwF51qKT&_nc_gid=wr_F-oQLRdICSZHfCLGZOw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsTuGKiACqEmY8_hyaGZS9Kqsk33QrziO9xsh_zYDWnzQ&oe=6988159F&_nc_sid=0985b0,18108977818656904,https://www.instagram.com/camarada.andrade,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18108977818656902
3,NA,kauebisnaga,kauebisnaga,32184574324,2026-01-16T16:17:51Z,0,Ref 🔥🔥🔥,no,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/548908936_18075621356078325_4929033505955083831_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44NTIuYzIifQ&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG04gx5n6QGmZrtE4ERvGq-l9ui29Jdb-4ggQHggzfpNgSDsH5iNEUrJzIE-OLeH3M&_nc_ohc=PvZK1_M2NjgQ7kNvwGFcV6W&_nc_gid=wr_F-oQLRdICSZHfCLGZOw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfupQwyjjh1a8O5FamMBWceDQ8Bx1-_sbJxS2bxjCoMSPw&oe=6987FEBE&_nc_sid=0985b0,18353369335200608,https://www.instagram.com/kauebisnaga,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18353369335200608
4,NA,pedroiriomendonca,pedroiriomendonca,35098893143,2026-01-16T16:20:14Z,0,👏👏👏,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/308942428_479478760595917_1448511607698069478_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QG04gx5n6QGmZrtE4ERvGq-l9ui29Jdb-4ggQHggzfpNgSDsH5iNEUrJzIE-OLeH3M&_nc_ohc=7cixHBNFTe4Q7kNvwGAUXrY&_nc_gid=wr_F-oQLRdICSZHfCLGZOw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AftLcLJ91l5YfrWMDgMiREgOrmySkqKaaBPnrdYh12tv2g&oe=6987EA6A&_nc_sid=0985b0,18168947131377792,https://www.instagram.com/pedroiriomendonca,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18168947131377794
5,NA,lubarros.12,lubarros.12,5400730495,2026-01-16T16:29:40Z,0,👏,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/609679843_18387601693178496_3920188981195046847_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QG04gx5n6QGmZrtE4ERvGq-l9ui29Jdb-4ggQHggzfpNgSDsH5iNEUrJzIE-OLeH3M&_nc_ohc=ZrCOuHQIGbIQ7kNvwG2kVgA&_nc_gid=wr_F-oQLRdICSZHfCLGZOw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsDzosMxGmw4z4OnGVnTDBPKpk9OcM3JxHEsJOosls2Cg&oe=6987F03E&_nc_sid=0985b0,18118390816515796,https://www.instagram.com/lubarros.12,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18118390816515797
6,NA,aricardo8,aricardo8,1391305827,2026-01-16T16:33:08Z,0,Vai ter em versão Kindle?,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/464827675_540846525216937_4980553531370515127_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42NDAuYzIifQ&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=AdIpet85-yUQ7kNvwF9_zoA&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfvKtB1bugFvZ6_g1Fr1WigfnNubXGTm901-Fiwoo6auAw&oe=6987E53E&_nc_sid=0985b0,18050465660475592,https://www.instagram.com/aricardo8,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18050465660475594
7,NA,vascomunistas,vascomunistas,6887545599,2026-01-16T16:39:08Z,0,Grande notícia!,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/294092111_797059398108928_1063069016456060548_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=ua9brscMaiwQ7kNvwFDg5A_&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfvB4BWrMOB7shdM3BHhIHA7OnBPa3BlMEF9aDzrDQ1Vag&oe=69881018&_nc_sid=0985b0,18415277830141832,https://www.instagram.com/vascomunistas,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18415277830141830
8,NA,346346x,346346x,53223258659,2026-01-16T16:42:12Z,0,Parabéns Dr. @eliasmkjabbour!,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/540917434_18020326979770660_3928052560828406190_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=hI3xY8DaOFQQ7kNvwHj4rss&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afu7Vjlf9rjPbNz34_8o6sv0OUGbqQfbXdbwylgR5gw1_g&oe=6987FC0D&_nc_sid=0985b0,18075807092594064,https://www.instagram.com/346346x,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18075807092594063
9,NA,diegomanuelvidal,diegomanuelvidal,3572146358,2026-01-16T16:43:30Z,0,"Quasi 100 reais com envío...😢 Obrigado, mas é muito pra mim",no,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/75223577_1487157051452517_6079410969220481024_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=ZcfhkL1hdKYQ7kNvwGnFvm5&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfvYT64htu7ZGhTgi_k0wcRyfT4e3H_qRkf8WT59dtoC5g&oe=6988113D&_nc_sid=0985b0,18076421783357040,https://www.instagram.com/diegomanuelvidal,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18076421783357040
10,NA,boitempo,boitempo,215979576,2026-01-16T16:47:26Z,0,"@aricardo8 sim, camarada!",no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18096281252505376,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18096281252505374
11,NA,boitempo,boitempo,215979576,2026-01-16T16:47:34Z,0,@vascomunistas ❤️🔥,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18151839553427744,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18151839553427742
12,NA,boitempo,boitempo,215979576,2026-01-16T16:47:54Z,0,@346346x ❤️🔥,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18014769170643728,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18014769170643728
13,NA,boitempo,boitempo,215979576,2026-01-16T16:48:40Z,0,"@diegomanuelvidal fique de olho nas promoções no site, livrarias e feiras, camarada!",no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18079735400260708,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18079735400260708
14,NA,jusclima_,jusclima_,65221199378,2026-01-16T16:54:26Z,0,Meu próximo livro vai ser bem@comuna tb. Capitalismo de extinção. Vcs na querem publicar?,no,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/463099844_1089444629361839_738626786158605575_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MTMuYzIifQ&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=mJZLsULrAMkQ7kNvwGVXFzX&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afvgq6lQSPX5XedlaZ8wgFWKF34fhRfnPO0zcfvRiev3Rw&oe=6987E522&_nc_sid=0985b0,18524962165070560,https://www.instagram.com/jusclima_,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18524962165070558
15,NA,daniel.carvalho19,daniel.carvalho19,1642098039,2026-01-16T17:03:37Z,0,Capitalismo só que vermelho,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/525704853_18520435690050040_1850180033736176105_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=mueNlP_5zhYQ7kNvwEGJIlR&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfuUHpqTZazQtVTPVSaCfoo9mkPDsiCjOfiIE-2Ew1r-Vg&oe=69880336&_nc_sid=0985b0,18192030211343920,https://www.instagram.com/daniel.carvalho19,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18192030211343921
16,NA,gilton.martins_fialho,gilton.martins_fialho,46149530608,2026-01-16T17:37:10Z,0,"JÁ ESTOU NO MODO ""AGUARDO"" para esse livro!! 👏👏",no,https://scontent-lhr8-1.cdninstagram.com/v/t51.2885-19/476032977_9247710908655251_4028934713314560882_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr8-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=0rADry7E8DYQ7kNvwFxL6C2&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afti27TcRwOZcMauomdlhxKV1pjsOPKuKVrKiun-aQhQqQ&oe=6987EF45&_nc_sid=0985b0,18117340024605992,https://www.instagram.com/gilton.martins_fialho,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18117340024605990
17,NA,abel2029,abel2029,46076729,2026-01-16T18:12:57Z,0,CA-PI-TA-LIS-MO,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/36482349_262954074466968_402181772684558336_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=HAMFIzolHOYQ7kNvwGwP2-t&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AftwueWokqMI9z6aDRcY2ZAC7qWtuDfH1cwswxGaFWxdVA&oe=6987FADC&_nc_sid=0985b0,18089296667284480,https://www.instagram.com/abel2029,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18089296667284479
18,NA,chrjcarvalho,chrjcarvalho,9165782736,2026-01-16T18:18:21Z,0,Onde compro ?,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/620984110_18217909597310737_7851534816365565695_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=4gXvDIURNk4Q7kNvwGmvSGN&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsPM11DO61Ykoh29LCCBTqpV9vnl0KZc3gDRNYasXipGA&oe=6987EFCC&_nc_sid=0985b0,18334500232246812,https://www.instagram.com/chrjcarvalho,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18334500232246811
19,NA,beto.pestana,beto.pestana,9433223953,2026-01-16T19:07:45Z,0,Doido pra essa aula incrível do professor @eliasmkjabbour !,no,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/583040452_18199181116319954_6749033389535721615_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=etdcVarcv5sQ7kNvwFBxHSe&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfvWn_SDCuuAIfIDoHTIkWsOmEGGpot4AQ8NBoAeXQhQhg&oe=698805F8&_nc_sid=0985b0,17977302281800256,https://www.instagram.com/beto.pestana,https://www.instagram.com/p/DTk9Z-Pjd-T/c/17977302281800256
20,NA,nilzahelesouza,nilzahelesouza,26419427542,2026-01-16T19:42:00Z,0,"ei, estou aqui, em... tira mão do meu livro!!",no,https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/480353440_1776696916236634_3745041104278149578_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=0vyLtzV0VvkQ7kNvwF8vVg4&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AftS8eXxeQDyP_iWq6IUx3JN1p4ybguaJEs-Sfh6j4N_Mw&oe=6987E60A&_nc_sid=0985b0,17943023168973760,https://www.instagram.com/nilzahelesouza,https://www.instagram.com/p/DTk9Z-Pjd-T/c/17943023168973760
21,NA,rafael.raskolnikov,rafael.raskolnikov,31264894419,2026-01-16T20:57:29Z,0,❤️🙌🔥👏,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/547818677_18079000043046420_4617019861548978220_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=Qn2E9bTIAugQ7kNvwFLIhSn&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsF1Tr-A54-TttuA9J_8zAQY1ouZzjVev4UwAixGzJiNw&oe=69881219&_nc_sid=0985b0,18039651863518792,https://www.instagram.com/rafael.raskolnikov,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18039651863518793
22,NA,leovaniaalves,leovaniaalves,70448831324,2026-01-16T21:15:14Z,0,👏👏👏,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/613589151_17901302736351325_5732486479204384075_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=4K2rY73r2xwQ7kNvwGZvqnw&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afs5mV55_wLq4HrjKgVQGaumohGhp2P3WzgAI3PNbalm_g&oe=6987F689&_nc_sid=0985b0,18324688852218604,https://www.instagram.com/leovaniaalves,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18324688852218604
23,NA,waltersanchezbook,waltersanchezbook,50338414772,2026-01-16T21:25:22Z,0,Quero pra ontem😍😍😍,no,https://scontent-lhr8-2.cdninstagram.com/v/t51.2885-19/569188926_18044546249678773_6659442984442339508_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=c8UoeiHOhiQQ7kNvwFs5t05&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfvrUdSplf6aMaAYwA9NVPr_bKss5XsZ7Qxx5YHCptbPfQ&oe=69881352&_nc_sid=0985b0,18107657122588104,https://www.instagram.com/waltersanchezbook,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18107657122588106
24,NA,boitempo,boitempo,215979576,2026-01-16T21:33:23Z,0,@waltersanchezbook garante o seu na pré-venda!,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18116987476586620,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18116987476586621
25,NA,boitempo,boitempo,215979576,2026-01-16T21:33:39Z,0,@nilzahelesouza garante o seu na pré-venda! 🔥,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18074836538525604,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18074836538525605
26,NA,boitempo,boitempo,215979576,2026-01-16T21:33:58Z,0,Garante o seu na pré-venda!,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/11355846_957358797677776_375436367_a.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xODAuYzIifQ&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFJZxGFAmSeaBJU96z2ypLl9JAM5_WgC6zEoOXAUnTjua8Uxu8zBKRzVACxYiwxETM&_nc_ohc=eQpE1TqqyucQ7kNvwGErIKo&_nc_gid=mzCcPykqbL4vIEAC8RqOWQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfsICAQ8befZiHDAbFoJdytmlajFwtcYwAUeOTcCP5sv3w&oe=6987EED6&_nc_sid=0985b0,18051389243700976,https://www.instagram.com/boitempo,https://www.instagram.com/p/DTk9Z-Pjd-T/c/18051389243700977
